time,open,high,low,close,volume
1609668000,103.205969,103.929247,103.037894,103.715325,224.966730
1609671600,103.715325,103.956257,102.995563,103.126053,766.395704
1609675200,103.126053,103.302054,102.964486,103.054026,239.091933
1609678800,103.054026,103.056596,102.302797,102.422251,309.370248
1609682400,102.422251,102.587724,102.402561,102.554265,505.464182
1609686000,102.554265,103.487204,102.457720,103.352942,371.225001
1609689600,103.352942,103.374466,102.975030,103.098227,249.369596
1609693200,103.098227,103.154626,102.774555,102.808192,367.460229
1609696800,102.808192,102.955041,102.529344,102.752405,360.231990
1609700400,102.752405,103.166207,102.241903,102.493745,239.252335
1609704000,102.493745,102.713511,102.265448,102.686113,378.064998
1609707600,102.686113,102.723173,102.402600,102.531044,364.317896
1609711200,102.531044,102.836984,102.392042,102.519952,380.395473
1609714800,102.519952,103.106599,102.515012,102.909524,460.826484
1609718400,102.909524,103.352440,102.889550,103.197911,291.056568
1609722000,103.197911,103.706478,103.169472,103.596447,600.667274
1609725600,103.596447,103.681760,102.481215,102.514119,3640.466311
1609729200,102.514119,102.738750,102.108991,102.354396,526.038224
1609732800,102.354396,102.372402,102.048185,102.106567,372.564729
1609736400,102.106567,102.195093,101.560964,101.771087,274.859481
1609740000,101.771087,101.838488,101.667768,101.782946,440.913598
1609743600,101.782946,101.815312,100.830220,100.976381,315.879390
1609747200,100.976381,101.387885,100.894912,101.277678,554.054491
1609750800,101.277678,101.405192,101.067529,101.370512,403.688174
1609754400,101.370512,101.640418,101.314792,101.526281,165.381793
1609758000,101.526281,101.585297,101.244269,101.453822,587.346303
1609761600,101.453822,101.676796,101.453491,101.576375,468.623450
1609765200,101.576375,101.633715,101.356929,101.546419,422.334940
1609768800,101.546419,101.954735,101.405429,101.704058,335.335586
1609772400,101.704058,101.840227,101.493682,101.778842,351.544040
1609776000,101.778842,102.019458,101.586147,101.968560,323.716460
1609779600,101.968560,102.128091,101.634971,101.708927,170.001613
1609783200,101.708927,102.161725,101.573463,102.119372,244.483851
1609786800,102.119372,102.694006,101.935699,102.687829,191.565935
1609790400,102.687829,103.533259,102.683834,103.457468,278.807127
1609794000,103.457468,103.501761,102.804085,102.842970,240.001758
1609797600,102.842970,103.300329,102.623594,103.178167,464.935895
1609801200,103.178167,103.489112,102.989732,103.365435,208.813218
1609804800,103.365435,103.472193,103.316004,103.445509,307.065824
1609808400,103.445509,103.618350,103.415037,103.612446,458.849712
1609812000,103.612446,103.703085,103.181902,103.326241,570.615978
1609815600,103.326241,103.684012,103.083266,103.616027,363.246203
1609819200,103.616027,103.688587,102.847948,103.293555,215.556505
1609822800,103.293555,103.372408,102.997576,103.067825,398.133495
1609826400,103.067825,103.179367,101.954503,102.004885,601.154739
1609830000,102.004885,102.451614,101.777897,102.176987,357.319760
1609833600,102.176987,102.500142,102.115645,102.362161,302.217970
1609837200,102.362161,102.692214,102.236655,102.486279,283.493919
1609840800,102.486279,102.820000,102.181605,102.186176,485.805879
1609844400,102.186176,102.289332,101.923697,102.081099,405.186288
1609848000,102.081099,102.358099,102.017207,102.256417,366.070054
1609851600,102.256417,102.374682,101.066379,101.315779,372.389670
1609855200,101.315779,101.992947,101.281313,101.914965,753.539347
1609858800,101.914965,102.312175,101.546063,102.235173,2107.534444
1609862400,102.235173,102.813355,102.214460,102.763497,154.880153
1609866000,102.763497,103.145432,102.756675,102.973659,372.317032
1609869600,102.973659,103.624227,102.811340,103.515070,397.586711
1609873200,103.515070,103.638805,103.130829,103.227071,604.886422
1609876800,103.227071,103.727106,103.153909,103.603393,407.052983
1609880400,103.603393,103.753739,103.252275,103.331237,150.982477
1609884000,103.331237,103.449477,103.059237,103.130064,309.969552
1609887600,103.130064,103.287780,102.651440,102.727124,431.431873
1609891200,102.727124,102.828062,101.954340,101.999648,270.609825
1609894800,101.999648,102.609245,101.902604,102.388485,786.952974
1609898400,102.388485,103.228027,102.189431,102.817201,401.938344
1609902000,102.817201,103.130817,102.616060,102.977668,366.560599
1609905600,102.977668,103.155414,102.696231,103.083223,305.399739
1609909200,103.083223,103.139468,102.714976,102.804098,181.886585
1609912800,102.804098,103.506901,102.689319,103.205425,441.659489
1609916400,103.205425,103.475788,103.163808,103.288569,289.144705
1609920000,103.288569,103.485944,103.194860,103.419281,556.377068
1609923600,103.419281,104.736991,103.347719,104.609375,575.971968
1609927200,104.609375,105.111529,104.553189,105.082398,506.507168
1609930800,105.082398,105.366420,105.066080,105.356320,547.438471
1609934400,105.356320,105.545327,104.471403,104.741370,479.379448
1609938000,104.741370,104.747740,104.554990,104.681090,345.648244
1609941600,104.681090,105.028508,104.043446,104.143536,198.487546
1609945200,104.143536,104.588534,104.077088,104.366866,942.473494
1609948800,104.366866,104.627202,103.915794,103.976760,896.812883
1609952400,103.976760,104.108274,103.807975,103.915028,388.034318
1609956000,103.915028,104.098355,103.811183,104.054948,541.603780
1609959600,104.054948,104.635268,103.944490,104.568191,447.474265
1609963200,104.568191,104.668219,104.378510,104.457019,362.225835
1609966800,104.457019,104.568564,104.427584,104.560639,644.014566
1609970400,104.560639,104.765936,104.109098,104.275338,304.527773
1609974000,104.275338,105.295503,104.214935,105.257586,240.206625
1609977600,105.257586,105.392745,105.231287,105.369991,298.080409
1609981200,105.369991,105.550323,104.184809,104.648758,502.574898
1609984800,104.648758,104.657900,104.409217,104.510198,261.581127
1609988400,104.510198,104.884413,104.457211,104.794286,611.090784
1609992000,104.794286,104.975241,104.665945,104.765546,1032.843919
1609995600,104.765546,105.232800,104.645027,105.058342,599.456150
1609999200,105.058342,105.591746,104.822915,105.366419,291.697532
1610002800,105.366419,105.386817,105.105756,105.248097,411.667697
1610006400,105.248097,105.269696,105.006054,105.069277,639.106404
1610010000,105.069277,106.280362,104.862309,106.161862,455.062972
1610013600,106.161862,106.656674,105.780089,105.810978,200.759241
1610017200,105.810978,106.051178,105.781098,106.041425,247.573823
1610020800,106.041425,106.379449,105.805240,105.865406,288.542431
1610024400,105.865406,106.022333,105.824016,105.974288,1203.316810
1610028000,105.974288,106.296118,105.558727,105.636532,247.729880
1610031600,105.636532,105.662106,104.795375,104.853576,220.029671
1610035200,104.853576,105.207036,104.600992,105.160406,330.043828
1610038800,105.160406,105.244365,104.064367,104.196954,238.930929
1610042400,104.196954,104.317660,103.802134,104.012707,588.467780
1610046000,104.012707,104.090602,103.842146,103.923598,944.267381
1610049600,103.923598,104.182507,103.592059,104.142930,413.918165
1610053200,104.142930,104.172451,103.524783,103.810597,398.341826
1610056800,103.810597,104.127953,103.695537,104.116208,422.452815
1610060400,104.116208,104.642249,104.016651,104.413475,507.553973
1610064000,104.413475,104.907595,104.357771,104.670706,388.175522
1610067600,104.670706,104.806287,103.982751,104.190843,424.937820
1610071200,104.190843,104.361287,104.121368,104.249809,429.692648
1610074800,104.249809,104.282946,102.845946,102.917537,390.748290
1610078400,102.917537,103.021878,101.975108,102.089568,379.964250
1610082000,102.089568,102.140792,101.636385,101.884437,330.618204
1610085600,101.884437,102.263801,101.777298,102.157787,174.883532
1610089200,102.157787,102.231313,101.307072,101.637182,445.143093
1610092800,101.637182,101.883581,101.527579,101.613057,351.911154
1610096400,101.613057,102.216880,101.495025,102.101304,788.281635
1610100000,102.101304,102.501797,101.761325,102.301871,346.406302
1610103600,102.301871,102.561833,102.184873,102.232713,679.392378
1610107200,102.232713,102.476576,101.794511,101.880006,284.221532
1610110800,101.880006,102.289069,101.743054,101.998551,192.228375
1610114400,101.998551,102.167625,101.866959,101.883445,250.761833
1610118000,101.883445,103.210827,101.608497,103.147231,458.065184
1610121600,103.147231,103.757290,103.063225,103.638376,296.378515
1610125200,103.638376,104.280349,103.453321,104.161856,1115.880118
1610128800,104.161856,104.486794,103.933742,104.108720,359.948696
1610132400,104.108720,104.404961,104.105042,104.226279,491.231179
1610136000,104.226279,104.281872,103.670914,103.674981,584.138074
1610139600,103.674981,103.764479,103.443551,103.520297,646.476937
1610143200,103.520297,103.678509,103.138264,103.442621,204.528406
1610146800,103.442621,103.632044,103.385481,103.519516,398.079734
1610150400,103.519516,103.650171,103.175125,103.215597,552.200659
1610154000,103.215597,103.537948,103.200853,103.536046,406.916278
1610157600,103.536046,104.623499,103.121078,104.405940,550.202177
1610161200,104.405940,104.533154,103.959066,104.107032,286.526189
1610164800,104.107032,104.553235,104.077288,104.184978,294.599204
1610168400,104.184978,104.551613,104.013351,104.362102,465.053796
1610172000,104.362102,104.807451,104.164976,104.229838,470.051477
1610175600,104.229838,104.529924,104.131857,104.221835,282.359494
1610179200,104.221835,104.800393,104.049139,104.782310,232.535916
1610182800,104.782310,104.886884,104.579337,104.714344,514.638720
1610186400,104.714344,104.988920,104.667654,104.974557,432.092965
1610190000,104.974557,105.898655,104.778490,105.714300,810.233970
1610193600,105.714300,106.222248,105.652034,106.056056,302.698286
1610197200,106.056056,106.744023,105.828677,106.670777,507.436292
1610200800,106.670777,106.902037,106.484841,106.745240,355.214561
1610204400,106.745240,106.839662,105.764927,105.984175,1091.444128
1610208000,105.984175,106.384309,105.811003,106.060683,662.994722
1610211600,106.060683,106.123433,105.816995,106.024677,798.220267
1610215200,106.024677,106.593471,105.945321,106.483371,246.052700
1610218800,106.483371,107.227401,106.220132,107.156841,358.127006
1610222400,107.156841,107.244917,106.777221,106.784789,419.057059
1610226000,106.784789,107.233966,106.707628,107.017311,436.752635
1610229600,107.017311,107.137131,106.144225,106.295843,446.435249
1610233200,106.295843,106.710624,106.258235,106.694573,287.851611
1610236800,106.694573,106.904504,106.451771,106.484587,367.906667
1610240400,106.484587,106.671283,106.368090,106.520937,324.400159
1610244000,106.520937,106.539159,105.690316,105.797292,461.735836
1610247600,105.797292,106.123396,105.716432,106.120416,367.766772
1610251200,106.120416,106.585567,106.027073,106.508907,523.697367
1610254800,106.508907,106.726350,106.132010,106.217803,444.087197
1610258400,106.217803,106.702575,105.921437,106.633553,1472.025850
1610262000,106.633553,106.760162,106.582900,106.698643,604.254799
1610265600,106.698643,106.811745,105.731973,106.026605,569.549574
1610269200,106.026605,106.050455,105.420870,105.691744,359.155730
1610272800,105.691744,105.843757,105.338664,105.767499,290.048365
1610276400,105.767499,106.100107,105.636485,106.031805,308.098333
1610280000,106.031805,106.181989,105.855552,105.861867,759.543154
1610283600,105.861867,106.070973,105.577116,105.596129,555.543782
1610287200,105.596129,105.640930,105.220597,105.244459,855.403814
1610290800,105.244459,105.253942,104.943036,105.129287,424.529664
1610294400,105.129287,105.174203,104.860564,105.035953,262.430167
1610298000,105.035953,105.056301,104.706276,104.914246,301.235857
1610301600,104.914246,105.687700,104.789950,105.527264,452.459757
1610305200,105.527264,105.962696,105.409008,105.814507,377.218434
1610308800,105.814507,105.894790,105.308862,105.389225,584.786339
1610312400,105.389225,105.655519,105.312042,105.547223,251.812584
1610316000,105.547223,106.046388,105.262844,105.878290,335.595369
1610319600,105.878290,106.084011,105.772508,105.936129,798.133527
1610323200,105.936129,105.959266,105.729627,105.831299,677.578899
1610326800,105.831299,106.841066,105.781680,106.778510,603.384687
1610330400,106.778510,107.347627,106.690717,107.167427,550.586327
1610334000,107.167427,107.369619,106.929683,106.965404,323.549474
1610337600,106.965404,107.251829,106.352315,106.499844,291.457753
1610341200,106.499844,106.597580,106.356787,106.423276,465.178326
1610344800,106.423276,106.618518,106.151102,106.201992,169.926645
1610348400,106.201992,106.286184,105.400138,105.512779,710.313688
1610352000,105.512779,105.724064,105.482260,105.666776,332.937274
1610355600,105.666776,105.812850,105.482602,105.805511,247.287462
1610359200,105.805511,106.129771,105.728640,105.949199,380.823110
1610362800,105.949199,106.323809,105.921653,106.299577,586.785639
1610366400,106.299577,106.629048,106.283834,106.581419,434.362036
1610370000,106.581419,107.678791,106.417449,107.477392,509.868391
1610373600,107.477392,107.841293,107.439532,107.681033,264.968870
1610377200,107.681033,108.097758,107.627136,107.844389,225.787372
1610380800,107.844389,108.219322,107.676996,108.174465,293.981545
1610384400,108.174465,108.293553,107.797176,107.963859,276.638866
1610388000,107.963859,108.183627,107.825493,108.049157,296.853016
1610391600,108.049157,108.315326,107.944387,108.270144,1511.955686
1610395200,108.270144,108.644687,107.873556,108.643190,238.422716
1610398800,108.643190,109.145121,108.533827,108.849164,527.819870
1610402400,108.849164,108.881291,108.543675,108.613584,477.123559
1610406000,108.613584,108.637851,108.482110,108.547933,445.659295
1610409600,108.547933,108.870266,108.385755,108.755014,669.029095
1610413200,108.755014,108.785451,108.090407,108.161696,333.485997
1610416800,108.161696,108.220365,107.840037,107.857572,209.038842
1610420400,107.857572,108.090064,107.335126,107.336120,404.158666
1610424000,107.336120,107.430523,107.263219,107.398607,541.873004
1610427600,107.398607,107.504586,107.011321,107.167209,481.823021
1610431200,107.167209,107.192061,105.900543,106.214909,698.479540
1610434800,106.214909,106.376032,106.081151,106.115186,687.250819
1610438400,106.115186,106.126834,105.785643,105.903030,322.729266
1610442000,105.903030,106.189399,105.549734,105.771824,295.493325
1610445600,105.771824,106.128507,105.004412,105.327917,533.796321
1610449200,105.327917,105.588223,105.221143,105.416800,224.363524
1610452800,105.416800,105.774627,105.260998,105.744438,338.261848
1610456400,105.744438,105.930097,105.073588,105.228526,552.806104
1610460000,105.228526,105.746628,104.679874,104.832831,330.585602
1610463600,104.832831,105.730289,104.683901,105.564381,473.105315
1610467200,105.564381,105.758957,104.923632,104.928573,268.044232
1610470800,104.928573,105.014812,104.714880,104.784499,307.336867
1610474400,104.784499,105.617386,104.633459,105.574093,333.144689
1610478000,105.574093,106.279906,105.465376,106.112895,345.961782
1610481600,106.112895,106.279303,106.105780,106.140933,522.238703
1610485200,106.140933,106.307354,105.996940,106.032865,267.866690
1610488800,106.032865,106.626100,105.802385,106.552141,276.544909
1610492400,106.552141,107.627652,106.519841,107.266672,424.642996
1610496000,107.266672,107.611643,106.587765,106.706049,866.923136
1610499600,106.706049,106.918707,106.597043,106.913681,406.770014
1610503200,106.913681,107.052993,106.559334,106.587952,321.984160
1610506800,106.587952,106.698501,106.291386,106.407796,641.362590
1610510400,106.407796,106.444161,105.912743,106.015313,665.522566
1610514000,106.015313,106.065140,105.201227,105.235881,796.061618
1610517600,105.235881,105.330378,105.196769,105.297189,530.893512
1610521200,105.297189,105.561784,104.788889,105.048142,448.450751
1610524800,105.048142,105.285796,104.451912,104.477685,1612.138552
1610528400,104.477685,104.525119,104.434495,104.504242,226.256413
1610532000,104.504242,104.681791,104.433898,104.582056,379.651971
1610535600,104.582056,105.527225,104.579326,105.316563,374.500892
1610539200,105.316563,105.831529,105.159139,105.757848,600.172756
1610542800,105.757848,105.874562,105.216235,105.413885,595.090357
1610546400,105.413885,105.490855,104.943790,105.000561,239.545106
1610550000,105.000561,105.447112,104.945647,105.329423,690.477246
1610553600,105.329423,105.609246,105.056232,105.080936,347.523461
1610557200,105.080936,105.213176,104.788807,104.885238,849.274759
1610560800,104.885238,104.960118,104.641383,104.736711,1192.079139
1610564400,104.736711,105.030111,104.674900,104.813135,499.765007
1610568000,104.813135,105.271704,104.785998,105.232211,513.483447
1610571600,105.232211,105.454208,105.131936,105.349629,400.062009
1610575200,105.349629,106.068424,105.307858,106.016477,218.310612
1610578800,106.016477,106.094353,105.482295,105.733754,328.750853
1610582400,105.733754,105.768360,105.050200,105.062573,528.876829
1610586000,105.062573,105.200073,104.821897,105.052334,310.965885
1610589600,105.052334,105.601235,104.834022,105.590805,187.831016
1610593200,105.590805,105.716868,105.548259,105.600174,236.014525
1610596800,105.600174,105.946560,105.495772,105.871164,471.301335
1610600400,105.871164,105.985019,105.642544,105.755839,240.621812
1610604000,105.755839,105.777244,105.210880,105.334837,347.204347
1610607600,105.334837,106.057371,105.295465,105.866806,678.309844
1610611200,105.866806,105.901600,105.435119,105.620761,472.948209
1610614800,105.620761,106.257403,105.338507,105.939781,346.743254
1610618400,105.939781,106.003509,105.532923,105.648353,479.710041
1610622000,105.648353,105.900370,105.443020,105.576649,246.236688
1610625600,105.576649,105.999738,105.501808,105.873572,1011.825279
1610629200,105.873572,105.946712,105.398765,105.442481,618.580537
1610632800,105.442481,106.271686,105.345213,106.015042,505.021737
1610636400,106.015042,106.483950,105.760585,106.302746,477.054041
1610640000,106.302746,106.316159,105.854617,105.931053,937.216664
1610643600,105.931053,105.959844,105.669935,105.695248,342.771867
1610647200,105.695248,105.876302,105.269882,105.331422,568.658059
1610650800,105.331422,105.939320,105.209929,105.746720,440.729387
1610654400,105.746720,106.072044,105.466988,106.047389,334.361139
1610658000,106.047389,106.149526,105.481617,105.722338,1455.227287
1610661600,105.722338,105.840616,105.393011,105.415113,414.807966
1610665200,105.415113,105.668878,105.168255,105.237520,266.807671
1610668800,105.237520,105.721392,105.139812,105.542325,203.812390
1610672400,105.542325,105.661217,105.529264,105.614095,711.020649
1610676000,105.614095,105.710256,105.391292,105.520784,468.601675
1610679600,105.520784,105.792022,105.375595,105.404244,471.079332
1610683200,105.404244,106.171618,105.355367,106.133913,460.815146
1610686800,106.133913,106.372532,105.411025,105.587183,626.785380
1610690400,105.587183,105.896318,105.516164,105.867495,187.110034
1610694000,105.867495,105.947842,105.769004,105.856802,438.528500
1610697600,105.856802,105.887041,105.256537,105.309340,177.911230
1610701200,105.309340,105.503123,105.205633,105.300334,617.200480
1610704800,105.300334,105.635848,105.143636,105.180977,447.328161
1610708400,105.180977,105.223537,104.912289,105.049877,275.567234
1610712000,105.049877,105.942819,104.942162,105.919579,322.108411
1610715600,105.919579,106.314357,105.575348,106.251002,224.457417
1610719200,106.251002,106.274960,105.947493,105.984345,395.349355
1610722800,105.984345,106.048085,105.518472,105.527375,253.339064
1610726400,105.527375,105.757061,105.453755,105.505403,373.219981
1610730000,105.505403,105.694501,105.207964,105.302500,540.700250
1610733600,105.302500,105.699190,105.118030,105.653161,339.573363
1610737200,105.653161,106.796598,105.509370,106.435439,376.810696
1610740800,106.435439,106.720797,106.378256,106.592774,1098.772686
1610744400,106.592774,106.765506,105.757212,105.883348,346.242943
1610748000,105.883348,106.293057,105.558982,105.678913,614.475154
1610751600,105.678913,105.689644,104.748931,104.791772,282.105835
1610755200,104.791772,105.124110,104.562389,105.105066,319.914095
1610758800,105.105066,105.175962,104.716874,104.728513,483.503412
1610762400,104.728513,104.871730,104.606671,104.622054,621.308475
1610766000,104.622054,104.851222,103.988913,104.173249,469.579114
1610769600,104.173249,104.730843,103.856282,104.587126,283.612400
1610773200,104.587126,104.935058,104.544073,104.780256,470.966697
1610776800,104.780256,104.960405,104.698716,104.922500,334.398466
1610780400,104.922500,105.136711,104.334375,104.774423,471.065486
1610784000,104.774423,104.934148,104.661057,104.691698,328.759118
1610787600,104.691698,105.126923,104.551417,104.821512,640.751221
1610791200,104.821512,104.988887,104.535221,104.587684,1362.582709
1610794800,104.587684,104.593019,104.113198,104.229626,785.100839
1610798400,104.229626,104.643143,103.600908,103.840259,235.047866
1610802000,103.840259,104.567676,103.531687,104.405815,458.938261
1610805600,104.405815,104.704611,104.327287,104.393878,535.583050
1610809200,104.393878,104.669314,103.976902,104.015039,402.726197
1610812800,104.015039,104.622872,103.990118,104.312789,434.780657
1610816400,104.312789,104.340022,103.863344,104.006066,605.439066
1610820000,104.006066,104.237139,103.721937,104.114497,399.266312
1610823600,104.114497,104.343463,104.017609,104.128070,196.128743
1610827200,104.128070,104.312164,104.085656,104.124204,683.340066
1610830800,104.124204,104.309594,103.886348,104.049734,602.898783
1610834400,104.049734,104.301482,103.807860,104.273181,348.968730
1610838000,104.273181,104.273460,104.255644,104.267736,241.522890
1610841600,104.267736,104.749497,104.124408,104.593279,243.336984
1610845200,104.593279,104.850595,104.493633,104.767665,405.490052
1610848800,104.767665,105.098844,104.627417,104.812936,240.367357
1610852400,104.812936,105.202516,104.799116,105.107372,267.617043
1610856000,105.107372,105.399333,104.968587,105.270728,354.589021
1610859600,105.270728,105.325567,105.199971,105.271129,215.471930
1610863200,105.271129,105.492265,104.937376,105.020668,650.004098
1610866800,105.020668,105.546670,104.980607,105.490201,539.846599
1610870400,105.490201,105.581443,105.043652,105.088889,164.819908
1610874000,105.088889,105.192689,104.338155,104.457844,336.047634
1610877600,104.457844,104.593838,103.952365,104.173023,648.696671
1610881200,104.173023,105.264966,103.767049,105.130514,456.545522
1610884800,105.130514,105.374321,103.869074,103.978953,310.175171
1610888400,103.978953,104.067488,103.943951,103.994124,361.941610
1610892000,103.994124,104.347800,103.729527,104.001820,996.919912
1610895600,104.001820,104.025502,103.810692,103.834826,192.056718
1610899200,103.834826,103.900000,103.095302,103.120631,257.578659
1610902800,103.120631,103.167162,102.504863,102.676733,271.677550
1610906400,102.676733,102.780332,101.925098,102.290170,344.448273
1610910000,102.290170,103.060755,102.028439,102.889194,694.298373
1610913600,102.889194,103.228934,102.874433,103.000609,357.867773
1610917200,103.000609,103.422847,102.718323,103.211488,424.773036
1610920800,103.211488,103.610846,103.169773,103.497312,633.048716
1610924400,103.497312,104.163641,103.290951,103.796268,931.415817
1610928000,103.796268,104.114550,103.685516,103.887292,211.827126
1610931600,103.887292,103.966001,103.249577,103.433320,258.478797
1610935200,103.433320,103.868470,103.432329,103.830992,895.163745
1610938800,103.830992,104.118295,103.291061,104.073516,321.259013
1610942400,104.073516,104.690300,103.896558,104.383727,452.106137
1610946000,104.383727,104.516749,103.580950,103.620125,401.175194
1610949600,103.620125,103.690916,103.200552,103.250029,692.890999
1610953200,103.250029,104.666761,103.159796,104.506025,918.795534
1610956800,104.506025,105.246933,104.494201,105.079261,335.659928
1610960400,105.079261,105.165490,105.066515,105.138758,341.068668
1610964000,105.138758,105.307653,105.008469,105.024129,1029.573297
1610967600,105.024129,105.447228,104.726069,105.281212,304.769941
1610971200,105.281212,105.604046,105.265214,105.279701,217.952841
1610974800,105.279701,105.341839,105.085151,105.253200,253.473030
1610978400,105.253200,105.986028,105.192083,105.793609,364.638360
1610982000,105.793609,105.907709,105.131196,105.184986,292.284015
1610985600,105.184986,105.453649,104.738049,105.269245,568.020202
1610989200,105.269245,105.640635,105.206948,105.249766,419.575207
1610992800,105.249766,105.639754,105.151363,105.522377,376.149228
1610996400,105.522377,106.091170,105.501677,106.047537,230.945956
1611000000,106.047537,106.055034,105.329065,105.403180,424.853475
1611003600,105.403180,105.769226,105.255651,105.265478,349.955054
1611007200,105.265478,106.355893,105.159159,106.141858,226.127984
1611010800,106.141858,106.734014,105.978123,106.611369,578.552507
1611014400,106.611369,106.793057,106.278836,106.296476,380.174296
1611018000,106.296476,106.424076,106.216835,106.290785,378.672990
1611021600,106.290785,106.531294,106.268329,106.398588,373.441524
1611025200,106.398588,106.674578,106.300617,106.583011,234.026221
1611028800,106.583011,107.380572,106.506364,107.238269,386.680759
1611032400,107.238269,107.536883,106.867878,107.011271,467.220703
1611036000,107.011271,107.368558,106.435003,106.629589,335.910984
1611039600,106.629589,106.700355,106.556512,106.608651,401.997466
1611043200,106.608651,106.963126,106.282978,106.781290,431.774078
1611046800,106.781290,107.185367,106.650896,106.817560,491.628324
1611050400,106.817560,108.220990,106.502987,108.187359,209.617940
1611054000,108.187359,108.216204,107.229733,107.449546,427.736528
1611057600,107.449546,108.033158,107.326575,107.945934,2549.709599
1611061200,107.945934,108.209528,107.692040,108.158291,366.109028
1611064800,108.158291,108.187770,107.759217,107.796096,722.882378
1611068400,107.796096,108.158535,107.728110,107.952214,324.655806
1611072000,107.952214,108.490189,107.774933,108.419584,693.634435
1611075600,108.419584,108.921733,108.344591,108.839302,206.357946
1611079200,108.839302,108.989972,108.242676,108.291084,323.742475
1611082800,108.291084,108.525847,107.832538,107.890855,405.454667
1611086400,107.890855,108.556770,107.876090,108.336383,508.304171
1611090000,108.336383,108.378721,108.253244,108.287096,276.566791
1611093600,108.287096,108.339938,107.282760,107.454188,381.971464
1611097200,107.454188,107.782146,107.442450,107.717244,558.118941
1611100800,107.717244,107.897322,107.246895,107.301377,342.460582
1611104400,107.301377,108.161688,107.078516,108.072150,315.025807
1611108000,108.072150,108.947560,108.051461,108.921259,502.539752
1611111600,108.921259,109.441288,108.918036,109.158710,413.706084
1611115200,109.158710,109.390637,108.814911,108.983758,397.571317
1611118800,108.983758,109.547900,108.898027,109.533875,192.952352
1611122400,109.533875,109.546695,109.494760,109.542277,504.185448
1611126000,109.542277,109.588002,108.334278,108.492242,361.193611
1611129600,108.492242,108.505441,108.113162,108.256284,300.522690
